num,initiator_list,days_total,days_per_stage_avg,result_stage,stage_days_1,stage_days_2,stage_days_3,stage_days_4,stage_days_5,stage_days_6,stage_days_7,stage_days_8,stage_workdays_1,stage_workdays_2,stage_workdays_3,stage_workdays_4,stage_workdays_5,stage_workdays_6,stage_workdays_7,stage_workdays_8,stage_break_days_1,stage_break_days_2,stage_break_days_3,stage_break_days_4,stage_break_days_5,stage_break_days_6,stage_break_days_7,stage_break_days_8,stage_break_workdays_1,stage_break_workdays_2,stage_break_workdays_3,stage_break_workdays_4,stage_break_workdays_5,stage_break_workdays_6,stage_break_workdays_7,stage_break_workdays_8,is_federal,is_deputy,is_ex_deputy,is_ex_counsil_member,is_council_member,is_legislature
914182-6,['5c77c6d5fed91f583dd7a716'],250,16,8.1,1,6,7,7,0,7,0,1,0,3,4,4,0,4,0,0,15,29,175,0,1,0,3,0,11,22,117,0,2,0,2,0,1,0,0,0,0,0
904736-6,"['5c77c6d8fed91f583dd7a8be', '5c77c6d6fed91f583dd7a7cc', '5c77c6e0fed91f583dd7acd2', '5c77c6d7fed91f583dd7a83e', '5c77c6e3fed91f583dd7adfb', '5c77c6d5fed91f583dd7a755', '5c77c6dbfed91f583dd7aa41', '5c77c6d8fed91f583dd7a8e4', '5c77c6d9fed91f583dd7a935', '5c77c6e5fed91f583dd7af31', '5c77c6d8fed91f583dd7a8a6', '5c77c6defed91f583dd7abea', '5c77c6e2fed91f583dd7ade8', '5c77c6ddfed91f583dd7ab18', '5c77c6d5fed91f583dd7a733', '5c77c6dafed91f583dd7a97d', '5c77c6d5fed91f583dd7a762', '5c77c6d6fed91f583dd7a7ad', '5c77c6d5fed91f583dd7a76a', '5c77c6d5fed91f583dd7a769']",261,9,8.1,64,3,9,146,0,7,0,1,45,2,6,100,0,4,0,0,-59,48,40,0,1,0,3,0,-43,30,24,0,2,0,2,0,0,10,10,0,0,0
891243-6,['5c77c6d5fed91f583dd7a716'],276,17,8.1,2,6,19,8,2,8,0,1,1,3,12,5,1,5,0,0,11,45,167,5,0,0,3,0,8,34,107,4,0,0,2,0,1,0,0,0,0,0
888411-6,"['5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26', '5c77c6d8fed91f583dd7a8be', '5c77c6dffed91f583dd7ac70', '5c77c6d7fed91f583dd7a861', '5c77c6dbfed91f583dd7aa41', '5c77c6d9fed91f583dd7a935', '5c77c6d5fed91f583dd7a74c', '5c77c6e5fed91f583dd7af7b']",281,12,8.1,195,6,22,6,0,7,0,1,132,3,14,3,0,4,0,0,-184,190,35,0,1,0,3,0,-124,130,25,0,2,0,2,0,0,4,4,0,1,0
884418-6,['5c77c6ebfed91f583dd7b279'],286,17,8.1,194,8,22,6,0,14,0,1,132,5,14,4,0,9,0,0,-180,190,28,0,1,0,3,0,-122,130,20,0,1,0,2,0,0,0,0,0,0,1
882769-6,['5c77c6d5fed91f583dd7a716'],290,17,8.1,2,2,5,7,0,5,0,1,1,1,2,0,0,3,0,0,5,84,178,0,0,0,3,0,3,60,120,0,0,0,2,0,1,0,0,0,0,0
850558-6,"['5c77c6ebfed91f583dd7b284', '5c77c6d8fed91f583dd7a8ca']",339,17,8.1,180,6,155,7,1,5,0,1,123,3,104,4,0,3,0,0,-140,10,109,0,2,0,3,0,-94,8,76,0,2,0,2,0,0,0,1,0,0,1
848302-6,['5c77c6d5fed91f583dd7a716'],341,19,8.1,2,11,9,8,1,5,0,1,1,6,6,5,0,3,0,0,36,23,241,0,2,0,3,0,27,18,164,0,2,0,2,0,1,0,0,0,0,0
848260-6,['5c77c6d5fed91f583dd7a716'],341,19,8.1,2,5,27,35,0,14,0,1,1,2,18,24,0,9,0,0,49,30,176,0,1,0,3,0,35,23,119,0,1,0,2,0,1,0,0,0,0,0
841348-6,['5c77c6d5fed91f583dd7a716'],352,17,8.1,4,6,8,33,3,12,0,1,1,3,5,22,2,8,0,0,58,42,184,0,1,0,3,0,42,30,125,0,0,0,2,0,1,0,0,0,0,0
822530-6,"['5c77c6ddfed91f583dd7ab56', '5c77c6ddfed91f583dd7ab57', '5c77c6d5fed91f583dd7a75d', '5c77c6d7fed91f583dd7a84d', '5c77c6d7fed91f583dd7a803', '5c77c6d6fed91f583dd7a784', '5c77c6e2fed91f583dd7ada2', '5c77c6ddfed91f583dd7ab0b', '5c77c6d6fed91f583dd7a7d5', '5c77c6dcfed91f583dd7aa84', '5c77c6e5fed91f583dd7af62', '5c77c6e5fed91f583dd7af8e']",375,14,8.1,297,14,22,7,1,5,0,1,205,9,15,0,0,3,0,0,-225,189,60,0,2,0,3,0,-153,128,41,0,2,0,2,0,0,5,5,0,2,0
821579-6,['5c77c6d5fed91f583dd7a716'],376,23,8.1,1,3,8,193,0,3,0,1,0,1,5,131,0,2,0,0,2,71,90,0,3,0,3,0,3,51,64,0,1,0,2,0,1,0,0,0,0,0
817991-6,['5c77c6d5fed91f583dd7a716'],381,19,8.1,1,4,8,186,0,14,0,1,0,2,5,124,0,9,0,0,6,70,87,0,2,0,3,0,0,50,63,0,2,0,2,0,1,0,0,0,0,0
812345-6,"['5c77c6d5fed91f583dd7a759', '5c77c6dffed91f583dd7ac2a', '5c77c6e1fed91f583dd7ad2f', '5c77c6e1fed91f583dd7ad41', '5c77c6d7fed91f583dd7a876', '5c77c6d7fed91f583dd7a844', '5c77c6d5fed91f583dd7a762', '5c77c6d5fed91f583dd7a76d', '5c77c6d7fed91f583dd7a807', '5c77c6dbfed91f583dd7aa08', '5c77c6d5fed91f583dd7a72c', '5c77c6e1fed91f583dd7ad4c', '5c77c6e1fed91f583dd7ad4d', '5c77c6e1fed91f583dd7ad4e', '5c77c6d9fed91f583dd7a935', '5c77c6e4fed91f583dd7aee7']",389,14,8.1,161,5,6,117,6,7,0,1,109,3,3,80,3,4,0,0,-146,136,93,1,1,0,3,0,-104,98,62,2,2,0,2,0,0,9,7,0,0,0
811894-6,['5c77c6ebfed91f583dd7b2c6'],390,21,8.1,134,14,19,8,0,7,0,1,94,5,12,5,0,4,0,0,-128,326,6,0,1,0,3,0,-92,226,0,0,2,0,2,0,0,0,0,0,0,1
794026-6,['5c77c6d5fed91f583dd7a716'],414,23,8.1,3,20,8,11,0,13,0,1,1,13,5,9,0,8,0,0,1,128,229,0,0,0,3,0,2,91,155,0,0,0,2,0,1,0,0,0,0,0
778655-6,"['5c77c6d5fed91f583dd7a73c', '5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26', '5c77c6e5fed91f583dd7af10', '5c77c6e2fed91f583dd7adb9', '5c77c6d6fed91f583dd7a784', '5c77c6d6fed91f583dd7a7a3', '5c77c6d7fed91f583dd7a801', '5c77c6dbfed91f583dd7aa08', '5c77c6d5fed91f583dd7a775', '5c77c6d6fed91f583dd7a7b2', '5c77c6d5fed91f583dd7a769', '5c77c6d8fed91f583dd7a8ca', '5c77c6d7fed91f583dd7a843', '5c77c6d6fed91f583dd7a7cf', '5c77c6d5fed91f583dd7a762', '5c77c6d5fed91f583dd7a76d', '5c77c6d6fed91f583dd7a783', '5c77c6e0fed91f583dd7acd2', '5c77c6d6fed91f583dd7a7d5', '5c77c6d6fed91f583dd7a7ad', '5c77c6d5fed91f583dd7a76e', '5c77c6dafed91f583dd7a9cf', '5c77c6e4fed91f583dd7aee7', '5c77c6d5fed91f583dd7a72b', '5c77c6d7fed91f583dd7a81a']",435,11,8.1,78,4,23,9,2,5,0,1,48,2,15,7,1,3,0,0,-58,21,350,-2,0,0,3,0,-39,15,242,-1,0,0,2,0,0,7,19,0,0,0
763521-6,"['5c77c6d5fed91f583dd7a76c', '5c77c6d7fed91f583dd7a83f', '5c77c6d8fed91f583dd7a8bc', '5c77c6d5fed91f583dd7a76d', '5c77c6d5fed91f583dd7a762', '5c77c6d6fed91f583dd7a79c', '5c77c6d5fed91f583dd7a72e', '5c77c6ddfed91f583dd7ab0b', '5c77c6d5fed91f583dd7a76e', '5c77c6e7fed91f583dd7b028']",452,20,8.1,190,5,23,3,0,5,0,1,133,2,16,2,0,3,0,0,-182,155,251,0,0,0,3,0,-127,109,167,0,0,0,2,0,0,1,8,1,0,0
759732-6,"['5c77c6ebfed91f583dd7b2a3', '5c77c6ebfed91f583dd7b257', '5c77c6e8fed91f583dd7b117', '5c77c6e6fed91f583dd7afd2', '5c77c6e0fed91f583dd7ac89', '5c77c6d8fed91f583dd7a8a4', '5c77c6dbfed91f583dd7aa08', '5c77c6e3fed91f583dd7ae06', '5c77c6d6fed91f583dd7a7d5']",457,20,8.1,383,347,9,5,0,7,0,1,264,239,7,2,0,4,0,0,-379,25,57,0,1,0,3,0,-261,17,41,0,2,0,2,0,0,3,2,2,1,1
734315-6,"['5c77c6d5fed91f583dd7a76c', '5c77c6d6fed91f583dd7a79c', '5c77c6d5fed91f583dd7a72e', '5c77c6d5fed91f583dd7a742', '5c77c6d7fed91f583dd7a83f', '5c77c6d6fed91f583dd7a784', '5c77c6d5fed91f583dd7a71c', '5c77c6d6fed91f583dd7a7ad', '5c77c6e7fed91f583dd7b028']",488,20,8.1,122,3,23,9,0,14,0,1,86,3,16,6,0,9,0,0,-102,54,362,0,1,0,3,0,-71,37,250,0,1,0,2,0,0,0,8,1,0,0
732450-6,"['5c77c6d8fed91f583dd7a8be', '5c77c6d8fed91f583dd7a8a4', '5c77c6d7fed91f583dd7a83e', '5c77c6e3fed91f583dd7adfb', '5c77c6dffed91f583dd7ac34', '5c77c6d5fed91f583dd7a755', '5c77c6d5fed91f583dd7a733', '5c77c6dafed91f583dd7a9cf', '5c77c6d5fed91f583dd7a74c', '5c77c6d8fed91f583dd7a8a6', '5c77c6d5fed91f583dd7a745', '5c77c6dbfed91f583dd7aa41', '5c77c6d9fed91f583dd7a935', '5c77c6e0fed91f583dd7acd2', '5c77c6d8fed91f583dd7a8e8', '5c77c6e5fed91f583dd7af31', '5c77c6d5fed91f583dd7a736', '5c77c6d8fed91f583dd7a89e']",492,14,8.1,140,5,7,128,0,5,0,1,93,3,4,88,0,3,0,0,-128,177,155,0,0,0,3,0,-90,125,107,0,0,0,2,0,0,8,10,0,0,0
720000-6,['5c77c6d5fed91f583dd7a716'],507,25,8.1,1,8,3,32,1,12,0,1,0,4,2,24,0,8,0,0,3,104,340,-1,1,0,3,0,2,73,234,0,0,0,2,0,1,0,0,0,0,0
714809-6,['5c77c6d5fed91f583dd7a716'],515,22,8.1,1,4,60,374,1,3,0,1,0,3,43,259,0,2,0,0,11,5,51,0,3,0,3,0,8,2,34,0,1,0,2,0,1,0,0,0,0,0
704631-6,"['5c77c6d8fed91f583dd7a8d7', '5c77c6d7fed91f583dd7a836', '5c77c6dcfed91f583dd7aad2', '5c77c6e5fed91f583dd7af10', '5c77c6d5fed91f583dd7a75a', '5c77c6d5fed91f583dd7a762', '5c77c6d5fed91f583dd7a76d', '5c77c6d6fed91f583dd7a7cf', '5c77c6d7fed91f583dd7a86a', '5c77c6dafed91f583dd7a97d', '5c77c6d5fed91f583dd7a72c', '5c77c6d5fed91f583dd7a769', '5c77c6d5fed91f583dd7a76a', '5c77c6d7fed91f583dd7a805', '5c77c6d6fed91f583dd7a7d5', '5c77c6d5fed91f583dd7a76e', '5c77c6e7fed91f583dd7b07a', '5c77c6e9fed91f583dd7b166', '5c77c6e6fed91f583dd7afa6', '5c77c6e6fed91f583dd7afaa', '5c77c6e6fed91f583dd7afc7']",528,18,8.1,313,7,2,39,0,3,0,1,220,4,1,29,0,2,0,0,-294,91,363,0,3,0,3,0,-206,63,250,0,1,0,2,0,0,3,13,2,3,0
692856-6,['5c77c6d5fed91f583dd7a716'],540,27,8.1,2,7,212,17,0,5,0,1,1,4,149,13,0,3,0,0,7,56,230,0,0,0,3,0,5,39,152,0,0,0,2,0,1,0,0,0,0,0
553998-6,['5c77c6ebfed91f583dd7b29d'],739,42,8.1,2,7,6,10,0,5,0,1,1,0,3,8,0,3,0,0,77,384,245,0,0,0,3,0,55,262,167,0,0,0,2,0,0,0,0,0,0,1
455550-6,"['5c77c6d5fed91f583dd7a72b', '5c77c6d7fed91f583dd7a824', '5c77c6d5fed91f583dd7a735', '5c77c6d5fed91f583dd7a731', '5c77c6d8fed91f583dd7a8ab', '5c77c6d8fed91f583dd7a880', '5c77c6e4fed91f583dd7aee7', '5c77c6d5fed91f583dd7a733', '5c77c6d7fed91f583dd7a859', '5c77c6d5fed91f583dd7a756', '5c77c6d7fed91f583dd7a86a', '5c77c6e5fed91f583dd7af39', '5c77c6dbfed91f583dd7aa2a', '5c77c6dffed91f583dd7ac44', '5c77c6e1fed91f583dd7ad38', '5c77c6dbfed91f583dd7aa08', '5c77c6d9fed91f583dd7a95b', '5c77c6d5fed91f583dd7a779', '5c77c6e4fed91f583dd7aef5', '5c77c6e0fed91f583dd7acb1', '5c77c6e4fed91f583dd7aeaf', '5c77c6d5fed91f583dd7a74c', '5c77c6e5fed91f583dd7af1f', '5c77c6defed91f583dd7abd2', '5c77c6dafed91f583dd7a97d', '5c77c6d6fed91f583dd7a784', '5c77c6d6fed91f583dd7a7ad', '5c77c6ddfed91f583dd7ab0b', '5c77c6d6fed91f583dd7a7d5', '5c77c6d6fed91f583dd7a79d', '5c77c6d6fed91f583dd7a7d3', '5c77c6defed91f583dd7abcd', '5c77c6e5fed91f583dd7af6c']",864,17,8.1,793,14,675,15,0,5,0,1,549,5,467,10,0,3,0,0,-750,62,45,0,3,0,3,0,-517,41,30,0,3,0,2,0,0,15,17,0,1,0
371615-6,['5c77c6d5fed91f583dd7a716'],978,55,8.1,1,4,35,20,1,5,0,1,0,2,24,13,0,3,0,0,15,65,826,0,2,0,3,0,12,43,571,0,2,0,2,0,1,0,0,0,0,0
1099990-6,['5c77c6d5fed91f583dd7a716'],14,2,6.3,1,3,3,0,0,5,0,0,0,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
1099236-6,['5c77c6d5fed91f583dd7a716'],14,2,6.3,1,1,2,0,0,5,0,0,0,0,2,0,0,3,0,0,0,4,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0
1089267-6,['5c77c6d5fed91f583dd7a716'],30,2,8.1,1,3,1,3,0,13,0,1,0,1,0,3,0,8,0,0,1,1,6,0,0,0,3,0,1,2,4,0,0,0,2,0,1,0,0,0,0,0
1060652-6,['5c77c6d5fed91f583dd7a716'],56,4,6.3,44,3,19,9,0,5,0,0,30,2,13,6,0,3,0,0,-38,7,6,0,2,0,0,0,-27,5,0,0,2,0,0,0,1,0,0,0,0,0
1053039-6,['5c77c6d5fed91f583dd7a716'],71,5,8.1,3,2,29,3,0,5,0,1,1,1,20,2,0,3,0,0,1,13,11,0,2,0,3,0,1,8,8,0,2,0,2,0,1,0,0,0,0,0
1041827-6,['5c77c6d5fed91f583dd7a716'],82,5,8.1,1,6,4,10,1,12,0,1,0,3,3,7,0,8,0,0,0,28,16,1,1,0,3,0,0,19,11,1,0,0,2,0,1,0,0,0,0,0
1038599-6,"['5c77c6dcfed91f583dd7aad2', '5c77c6d5fed91f583dd7a72c', '5c77c6d5fed91f583dd7a76e', '5c77c6d7fed91f583dd7a843', '5c77c6d8fed91f583dd7a8a1', '5c77c6d5fed91f583dd7a76d', '5c77c6d5fed91f583dd7a762']",86,4,8.1,35,4,5,3,0,13,0,1,23,3,2,3,0,8,0,0,-31,49,7,0,0,0,3,0,-21,34,5,0,0,0,2,0,0,1,6,0,0,0
1037372-6,['5c77c6d5fed91f583dd7a714'],88,6,8.1,1,5,9,16,1,6,0,1,0,2,6,11,0,3,0,0,1,28,18,0,2,0,3,0,1,19,13,0,2,0,2,0,1,0,0,0,0,0
1037369-6,['5c77c6d5fed91f583dd7a714'],88,5,8.1,42,5,9,16,1,5,0,1,24,2,6,11,0,3,0,0,-41,28,18,0,2,0,3,0,-28,19,13,0,2,0,2,0,1,0,0,0,0,0
1037366-6,['5c77c6d5fed91f583dd7a714'],88,6,8.1,42,5,9,2,0,7,0,1,24,2,6,1,0,4,0,0,-41,28,32,0,1,0,3,0,-28,19,23,0,2,0,2,0,1,0,0,0,0,0
1037356-6,['5c77c6d5fed91f583dd7a714'],88,6,8.1,42,5,9,2,1,5,0,1,24,2,6,1,0,3,0,0,-41,28,32,0,2,0,3,0,-28,19,23,0,2,0,2,0,1,0,0,0,0,0
1031000-6,"['5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26', '5c77c6d8fed91f583dd7a8be', '5c77c6dbfed91f583dd7aa41', '5c77c6d9fed91f583dd7a935', '5c77c6d5fed91f583dd7a74c', '5c77c6d8fed91f583dd7a89e', '5c77c6d6fed91f583dd7a7ad', '5c77c6d5fed91f583dd7a76e', '5c77c6ddfed91f583dd7ab0b']",95,5,8.1,53,4,5,3,0,5,0,1,37,3,4,2,0,3,0,0,-40,31,30,0,2,0,3,0,-28,21,21,0,2,0,2,0,0,4,6,0,0,0
1029893-6,['5c77c6d5fed91f583dd7a716'],96,6,8.1,1,6,3,17,0,5,0,1,0,3,3,12,0,3,0,0,7,28,23,0,2,0,3,0,5,19,16,0,2,0,2,0,1,0,0,0,0,0
1029618-6,['5c77c6d5fed91f583dd7a716'],96,6,8.1,1,6,3,17,0,5,0,1,0,3,3,12,0,3,0,0,7,28,23,0,2,0,3,0,5,19,16,0,2,0,2,0,1,0,0,0,0,0
1009823-6,"['5c77c6d7fed91f583dd7a800', '5c77c6d7fed91f583dd7a843', '5c77c6d8fed91f583dd7a8ba', '5c77c6d6fed91f583dd7a7c7', '5c77c6d7fed91f583dd7a804', '5c77c6d6fed91f583dd7a7ee', '5c77c6dffed91f583dd7ac2a', '5c77c6d7fed91f583dd7a875', '5c77c6d6fed91f583dd7a7a0', '5c77c6dcfed91f583dd7aab1', '5c77c6d8fed91f583dd7a8ad', '5c77c6dafed91f583dd7a9b5', '5c77c6dffed91f583dd7ac13', '5c77c6dffed91f583dd7ac1f', '5c77c6dffed91f583dd7ac40', '5c77c6e0fed91f583dd7acce', '5c77c6e3fed91f583dd7ae0c', '5c77c6e3fed91f583dd7ae7c', '5c77c6d6fed91f583dd7a7ad', '5c77c6e4fed91f583dd7aee7']",122,5,8.1,49,11,9,4,5,14,0,1,29,5,7,4,2,9,0,0,-48,28,47,-1,2,0,3,0,-32,20,32,0,2,0,2,0,0,10,10,0,0,0
999555-6,"['5c77c6e6fed91f583dd7afaf', '5c77c6e6fed91f583dd7afd1', '5c77c6e0fed91f583dd7acb7', '5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26']",136,7,8.1,119,8,20,2,2,8,0,1,81,4,13,2,1,5,0,0,-118,27,63,2,1,0,3,0,-80,14,44,1,1,0,2,0,0,2,1,0,2,0
999553-6,"['5c77c6e6fed91f583dd7afaf', '5c77c6e6fed91f583dd7afd1', '5c77c6e0fed91f583dd7acb7', '5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26']",136,6,8.1,119,4,47,3,2,7,0,1,81,1,32,3,1,4,0,0,-61,3,7,2,2,0,3,0,-41,3,5,1,2,0,2,0,0,2,1,0,2,0
999547-6,"['5c77c6e6fed91f583dd7afaf', '5c77c6e6fed91f583dd7afd1', '5c77c6e0fed91f583dd7acb7', '5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26']",136,6,8.1,119,2,19,3,2,7,0,1,81,1,13,3,1,4,0,0,-91,7,63,2,2,0,3,0,-63,5,44,1,2,0,2,0,0,2,1,0,2,0
962487-6,"['5c77c6d6fed91f583dd7a7fc', '5c77c6e1fed91f583dd7ad0e', '5c77c6e5fed91f583dd7af12']",191,10,8.1,58,6,11,2,5,14,0,1,36,3,8,2,3,9,0,0,-37,28,101,1,1,0,3,0,-27,20,69,2,1,0,2,0,0,2,1,0,0,0
947579-6,['5c77c6d5fed91f583dd7a716'],208,13,8.1,1,7,3,13,0,5,0,1,0,0,2,9,0,3,0,0,6,55,113,0,2,0,3,0,4,30,78,0,2,0,2,0,1,0,0,0,0,0
790018-6,['5c77c6e3fed91f583dd7ae6e'],418,21,8.1,2,22,5,39,0,5,0,1,1,15,4,29,0,3,0,0,4,97,241,0,0,0,3,0,3,64,163,0,0,0,2,0,0,1,0,0,0,0
421733-6,['5c77c6d5fed91f583dd7a716'],911,76,6.3,10,7,860,0,0,8,0,0,2,0,594,0,0,5,0,0,6,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0
252441-6,['5c77c6d5fed91f583dd7a716'],1185,60,8.1,2,3,33,1014,1,5,0,1,1,2,22,699,0,3,0,0,3,11,110,0,2,0,3,0,2,7,78,0,2,0,2,0,1,0,0,0,0,0
1010531-6,['5c77c6d5fed91f583dd7a716'],118,7,8.1,1,8,4,9,5,7,0,1,0,5,4,7,2,4,0,0,6,59,17,1,1,0,0,0,-1,41,11,2,2,0,0,0,1,0,0,0,0,0
978623-6,['5c77c6d5fed91f583dd7a716'],161,9,8.1,2,19,21,42,0,5,0,1,1,12,14,29,0,3,0,0,6,36,29,0,2,0,0,0,4,25,21,0,2,0,0,0,1,0,0,0,0,0
909843-6,"['5c77c6e0fed91f583dd7aca6', '5c77c6ddfed91f583dd7ab18', '5c77c6d7fed91f583dd7a843', '5c77c6d6fed91f583dd7a7ad', '5c77c6d5fed91f583dd7a72c', '5c77c6dcfed91f583dd7aa84', '5c77c6e4fed91f583dd7aee7', '5c77c6d6fed91f583dd7a79d', '5c77c6defed91f583dd7abd2', '5c77c6dffed91f583dd7ac44', '5c77c6e4fed91f583dd7aeaf', '5c77c6d5fed91f583dd7a769', '5c77c6d5fed91f583dd7a76a', '5c77c6e0fed91f583dd7acb9', '5c77c6d5fed91f583dd7a74c']",250,7,8.1,121,8,26,58,3,5,0,1,82,5,19,40,2,3,0,0,-103,69,51,0,1,0,12,0,-69,40,34,0,0,0,9,0,0,8,7,0,0,0
1086516-6,['5c77c6d5fed91f583dd7a716'],23,2,8.1,1,3,5,2,0,5,0,1,0,2,2,2,0,3,0,0,-1,0,0,0,1,0,7,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
1060642-6,['5c77c6d5fed91f583dd7a716'],50,4,8.1,2,5,5,10,0,7,0,1,2,2,3,7,0,4,0,0,0,3,11,0,1,0,7,0,0,3,8,0,1,0,5,0,1,0,0,0,0,0
1058132-6,['5c77c6d5fed91f583dd7a716'],48,5,6.3,2,7,12,0,0,2,0,0,1,3,7,0,0,1,0,0,5,23,0,0,0,0,0,0,3,18,0,0,0,0,0,0,1,0,0,0,0,0
1056917-6,"['5c77c6d8fed91f583dd7a8be', '5c77c6d7fed91f583dd7a85d', '5c77c6dffed91f583dd7ac34', '5c77c6d9fed91f583dd7a935', '5c77c6d7fed91f583dd7a87a']",56,3,8.1,17,2,13,8,1,5,0,1,11,1,7,5,0,3,0,0,-16,0,19,1,1,0,7,0,-11,0,14,2,0,0,5,0,0,2,3,0,0,0
1055264-6,"['5c77c6d8fed91f583dd7a8be', '5c77c6dffed91f583dd7ac34', '5c77c6d9fed91f583dd7a935', '5c77c6dbfed91f583dd7aa41', '5c77c6dffed91f583dd7ac70']",58,3,8.1,16,2,13,8,3,5,0,1,10,1,7,5,2,3,0,0,-15,1,19,0,1,0,7,0,-9,2,14,0,0,0,5,0,0,4,1,0,0,0
1048863-6,['5c77c6d5fed91f583dd7a716'],64,4,8.1,1,2,11,1,0,7,0,1,0,1,8,0,0,4,0,0,6,12,18,0,1,0,7,0,4,8,12,0,1,0,5,0,1,0,0,0,0,0
1048552-6,['5c77c6d5fed91f583dd7a714'],57,6,6.3,1,22,2,0,0,5,0,0,0,14,1,0,0,3,0,0,0,29,0,0,1,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0
1030997-6,"['5c77c6d5fed91f583dd7a77e', '5c77c6dbfed91f583dd7aa26', '5c77c6d8fed91f583dd7a8be', '5c77c6dbfed91f583dd7aa41', '5c77c6d9fed91f583dd7a935', '5c77c6d5fed91f583dd7a74c', '5c77c6d8fed91f583dd7a89e', '5c77c6d7fed91f583dd7a86a', '5c77c6d6fed91f583dd7a7da', '5c77c6d6fed91f583dd7a7ad', '5c77c6d5fed91f583dd7a76e', '5c77c6ddfed91f583dd7ab0b']",85,4,8.1,53,30,8,2,0,5,0,1,37,20,5,2,0,3,0,0,-39,2,19,0,1,0,7,0,-28,3,13,0,0,0,5,0,0,4,8,0,0,0
1027615-6,['5c77c6d5fed91f583dd7a716'],82,7,6.3,4,4,9,0,0,8,0,0,1,3,6,0,0,5,0,0,13,45,0,0,1,0,0,0,5,31,0,0,1,0,0,0,1,0,0,0,0,0
1016488-6,['5c77c6d5fed91f583dd7a714'],100,6,8.1,1,5,3,4,8,8,0,1,0,2,2,4,5,5,0,0,1,27,26,10,1,0,7,0,2,15,17,7,1,0,5,0,1,0,0,0,0,0
1016453-6,['5c77c6d5fed91f583dd7a714'],100,6,8.1,1,5,3,4,8,8,0,1,0,2,2,4,5,5,0,0,1,27,26,10,1,0,7,0,2,15,17,7,1,0,5,0,1,0,0,0,0,0
1008132-6,['5c77c6d5fed91f583dd7a716'],114,7,8.1,2,4,9,6,3,5,0,1,1,3,6,3,2,3,0,0,12,24,43,0,1,0,7,0,7,17,31,0,0,0,5,0,1,0,0,0,0,0
1004188-6,"['5c77c6ddfed91f583dd7ab1f', '5c77c6d8fed91f583dd7a8d4', '5c77c6e5fed91f583dd7af33']",119,7,8.1,54,18,5,2,1,5,0,1,36,10,2,1,0,3,0,0,-53,31,48,1,1,0,7,0,-35,24,29,1,0,0,5,0,0,2,1,0,0,0
1003767-6,['5c77c6d5fed91f583dd7a716'],119,7,8.1,1,15,5,6,3,5,0,1,0,9,4,3,2,3,0,0,3,27,47,0,1,0,7,0,2,15,33,0,0,0,5,0,1,0,0,0,0,0
984349-6,['5c77c6d5fed91f583dd7a715'],147,8,8.1,83,3,11,3,0,5,0,1,57,2,9,2,0,3,0,0,-64,25,74,0,1,0,7,0,-43,15,52,0,0,0,5,0,1,0,0,0,0,0
984261-6,['5c77c6d5fed91f583dd7a716'],147,9,8.1,1,7,9,5,1,5,0,1,0,4,7,2,0,3,0,0,11,28,71,2,1,0,7,0,8,18,51,2,0,0,5,0,1,0,0,0,0,0
981889-6,['5c77c6d5fed91f583dd7a716'],149,9,8.1,1,4,27,5,2,5,0,1,0,3,18,2,2,3,0,0,19,34,44,0,1,0,7,0,14,18,32,0,0,0,5,0,1,0,0,0,0,0
971005-6,['5c77c6d5fed91f583dd7a716'],163,11,8.1,1,7,20,21,1,7,0,1,0,4,12,14,0,4,0,0,7,31,62,0,1,0,7,0,5,23,39,0,1,0,5,0,1,0,0,0,0,0
965365-6,['5c77c6d5fed91f583dd7a716'],177,12,8.1,2,3,20,9,0,8,0,1,2,2,12,6,0,5,0,0,19,35,74,0,1,0,7,0,9,24,52,0,1,0,5,0,1,0,0,0,0,0
965342-6,['5c77c6d5fed91f583dd7a716'],177,11,8.1,2,5,9,8,0,5,0,1,2,2,6,5,0,3,0,0,22,51,69,0,1,0,7,0,11,36,48,0,0,0,5,0,1,0,0,0,0,0
954104-6,['5c77c6d5fed91f583dd7a716'],191,11,8.1,2,4,5,6,3,5,0,1,1,1,4,3,2,3,0,0,2,83,75,0,1,0,7,0,2,48,53,0,0,0,5,0,1,0,0,0,0,0
