num,initiator_list,days_total,days_per_stage_avg,result_stage,stage_days_1,stage_days_2,stage_days_3,stage_days_4,stage_days_5,stage_days_6,stage_days_7,stage_days_8,stage_workdays_1,stage_workdays_2,stage_workdays_3,stage_workdays_4,stage_workdays_5,stage_workdays_6,stage_workdays_7,stage_workdays_8,stage_break_days_1,stage_break_days_2,stage_break_days_3,stage_break_days_4,stage_break_days_5,stage_break_days_6,stage_break_days_7,stage_break_days_8,stage_break_workdays_1,stage_break_workdays_2,stage_break_workdays_3,stage_break_workdays_4,stage_break_workdays_5,stage_break_workdays_6,stage_break_workdays_7,stage_break_workdays_8,is_federal,is_deputy,is_ex_deputy,is_ex_counsil_member,is_council_member,is_legislature
671544-6,"['5c77c6e3fed91f583dd7ae6a', '5c77c6e0fed91f583dd7ac8a']",0,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1092321-6,['5c77c6e3fed91f583dd7ae49'],367,37,3.3,240,14,23,0,0,0,0,0,167,5,16,0,0,0,0,0,-106,198,0,0,0,0,0,0,-71,134,0,0,0,0,0,0,0,1,0,0,0,0
115701-7,['5c77c6ebfed91f583dd7b27e'],95,12,3.3,4,5,23,0,0,0,0,0,2,3,16,0,0,0,0,0,28,37,0,0,0,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,1
405190-6,"['5c77c6e6fed91f583dd7afbf', '5c77c6d6fed91f583dd7a791']",1275,128,3.2,1274,25,1180,0,0,0,0,0,873,12,816,0,0,0,0,0,-1266,63,0,0,0,0,0,0,-871,45,0,0,0,0,0,0,0,0,1,0,1,0
134861-7,['5c77c6d5fed91f583dd7a716'],64,6,6.3,1,5,9,0,0,5,0,0,0,3,6,0,0,3,0,0,8,36,0,0,0,0,0,0,7,25,0,0,0,0,0,0,1,0,0,0,0,0
118707-7,"['5c77c6d8fed91f583dd7a8d7', '5c77c6d7fed91f583dd7a82b', '5c77c6d8fed91f583dd7a8cf', '5c77c6d5fed91f583dd7a762', '5c77c6d8fed91f583dd7a89d', '5c77c6d8fed91f583dd7a898', '5c77c6d7fed91f583dd7a847', '5c77c6d8fed91f583dd7a889', '5c77c6d5fed91f583dd7a77b', '5c77c6d7fed91f583dd7a83b', '5c77c6d5fed91f583dd7a74e', '5c77c6d5fed91f583dd7a73a', '5c77c6d6fed91f583dd7a7d1', '5c77c6d7fed91f583dd7a801', '5c77c6d6fed91f583dd7a7d2', '5c77c6d5fed91f583dd7a73f', '5c77c6d7fed91f583dd7a870', '5c77c6d6fed91f583dd7a791', '5c77c6d6fed91f583dd7a799', '5c77c6d6fed91f583dd7a7a9', '5c77c6d8fed91f583dd7a8af', '5c77c6d8fed91f583dd7a897', '5c77c6e3fed91f583dd7ae55', '5c77c6e3fed91f583dd7ae56', '5c77c6d6fed91f583dd7a7e7', '5c77c6d6fed91f583dd7a79c', '5c77c6d8fed91f583dd7a8d2', '5c77c6d8fed91f583dd7a8a7', '5c77c6d6fed91f583dd7a7bd', '5c77c6d7fed91f583dd7a825', '5c77c6d5fed91f583dd7a72b', '5c77c6d5fed91f583dd7a735', '5c77c6d5fed91f583dd7a756', '5c77c6d5fed91f583dd7a71f', '5c77c6d5fed91f583dd7a73c', '5c77c6d7fed91f583dd7a814', '5c77c6d6fed91f583dd7a7c9', '5c77c6d8fed91f583dd7a8b6', '5c77c6d7fed91f583dd7a83d', '5c77c6d6fed91f583dd7a7c7', '5c77c6d6fed91f583dd7a793', '5c77c6d7fed91f583dd7a859', '5c77c6d5fed91f583dd7a73d', '5c77c6d6fed91f583dd7a7f5', '5c77c6d5fed91f583dd7a733', '5c77c6d6fed91f583dd7a7a3', '5c77c6d7fed91f583dd7a868', '5c77c6d5fed91f583dd7a746', '5c77c6d7fed91f583dd7a80b', '5c77c6d5fed91f583dd7a749', '5c77c6d6fed91f583dd7a7da', '5c77c6d7fed91f583dd7a813', '5c77c6defed91f583dd7ab7a', '5c77c6d6fed91f583dd7a7fa', '5c77c6d6fed91f583dd7a7e8', '5c77c6d7fed91f583dd7a85b', '5c77c6d7fed91f583dd7a84f', '5c77c6d6fed91f583dd7a7ad', '5c77c6d6fed91f583dd7a7d0', '5c77c6d7fed91f583dd7a807', '5c77c6d6fed91f583dd7a796', '5c77c6d7fed91f583dd7a83c', '5c77c6d9fed91f583dd7a901', '5c77c6d9fed91f583dd7a91b', '5c77c6d9fed91f583dd7a93d', '5c77c6dafed91f583dd7a99e', '5c77c6dafed91f583dd7a9c8', '5c77c6defed91f583dd7ab85', '5c77c6e0fed91f583dd7ac9c', '5c77c6e1fed91f583dd7ad57', '5c77c6e3fed91f583dd7ae42', '5c77c6d7fed91f583dd7a80a', '5c77c6d8fed91f583dd7a894', '5c77c6d6fed91f583dd7a7b8', '5c77c6d5fed91f583dd7a779', '5c77c6d5fed91f583dd7a769', '5c77c6d6fed91f583dd7a7cb', '5c77c6d6fed91f583dd7a7c3', '5c77c6d8fed91f583dd7a8a5', '5c77c6d5fed91f583dd7a76a', '5c77c6d5fed91f583dd7a753', '5c77c6d6fed91f583dd7a7a6', '5c77c6d6fed91f583dd7a7b9', '5c77c6d6fed91f583dd7a7d5', '5c77c6d6fed91f583dd7a7dd', '5c77c6d7fed91f583dd7a821', '5c77c6d6fed91f583dd7a783', '5c77c6d8fed91f583dd7a8a9', '5c77c6d6fed91f583dd7a7de', '5c77c6d7fed91f583dd7a86a', '5c77c6d7fed91f583dd7a874', '5c77c6d6fed91f583dd7a7b4', '5c77c6d6fed91f583dd7a7f4', '5c77c6d7fed91f583dd7a866', '5c77c6d7fed91f583dd7a843', '5c77c6d7fed91f583dd7a82a', '5c77c6e5fed91f583dd7af56', '5c77c6e5fed91f583dd7af6a', '5c77c6e7fed91f583dd7b026', '5c77c6e5fed91f583dd7af5a', '5c77c6e7fed91f583dd7b028', '5c77c6e5fed91f583dd7af8e']",89,1,8.1,47,5,2,6,2,4,0,1,32,3,1,4,2,3,0,0,-40,28,28,0,1,0,6,0,-27,20,18,0,0,0,0,0,0,12,84,2,4,0
118634-7,"['5c77c6d8fed91f583dd7a8d7', '5c77c6d7fed91f583dd7a82b', '5c77c6d8fed91f583dd7a8cf', '5c77c6d5fed91f583dd7a762', '5c77c6d8fed91f583dd7a89d', '5c77c6d8fed91f583dd7a898', '5c77c6d7fed91f583dd7a847', '5c77c6d8fed91f583dd7a889', '5c77c6d5fed91f583dd7a77b', '5c77c6d7fed91f583dd7a83b', '5c77c6d5fed91f583dd7a74e', '5c77c6d6fed91f583dd7a7d1', '5c77c6d7fed91f583dd7a801', '5c77c6d6fed91f583dd7a7d2', '5c77c6d6fed91f583dd7a791', '5c77c6d8fed91f583dd7a897', '5c77c6e3fed91f583dd7ae55', '5c77c6e3fed91f583dd7ae56', '5c77c6d7fed91f583dd7a870', '5c77c6d6fed91f583dd7a799', '5c77c6d6fed91f583dd7a7a9', '5c77c6d8fed91f583dd7a8af', '5c77c6d5fed91f583dd7a72c', '5c77c6d7fed91f583dd7a82a', '5c77c6d8fed91f583dd7a8d2', '5c77c6d8fed91f583dd7a8a7', '5c77c6d7fed91f583dd7a86a', '5c77c6d6fed91f583dd7a7bd', '5c77c6d5fed91f583dd7a72b', '5c77c6d5fed91f583dd7a735', '5c77c6d5fed91f583dd7a756', '5c77c6d5fed91f583dd7a71f', '5c77c6d5fed91f583dd7a73c', '5c77c6d7fed91f583dd7a83d', '5c77c6d7fed91f583dd7a814', '5c77c6d6fed91f583dd7a7c9', '5c77c6d8fed91f583dd7a8b6', '5c77c6d6fed91f583dd7a7c7', '5c77c6d6fed91f583dd7a793', '5c77c6d7fed91f583dd7a859', '5c77c6d5fed91f583dd7a73d', '5c77c6d5fed91f583dd7a724', '5c77c6d5fed91f583dd7a733', '5c77c6d6fed91f583dd7a7a3', '5c77c6d6fed91f583dd7a7f5', '5c77c6d7fed91f583dd7a868', '5c77c6d5fed91f583dd7a746', '5c77c6d7fed91f583dd7a80b', '5c77c6d5fed91f583dd7a749', '5c77c6d6fed91f583dd7a7da', '5c77c6d7fed91f583dd7a813', '5c77c6defed91f583dd7ab7a', '5c77c6d6fed91f583dd7a7fa', '5c77c6d6fed91f583dd7a7e8', '5c77c6d7fed91f583dd7a85b', '5c77c6d7fed91f583dd7a84f', '5c77c6d6fed91f583dd7a7ad', '5c77c6d6fed91f583dd7a7d0', '5c77c6d7fed91f583dd7a807', '5c77c6d7fed91f583dd7a80a', '5c77c6d6fed91f583dd7a7b8', '5c77c6d8fed91f583dd7a894', '5c77c6d5fed91f583dd7a779', '5c77c6d5fed91f583dd7a769', '5c77c6d6fed91f583dd7a7cb', '5c77c6d6fed91f583dd7a7c3', '5c77c6d8fed91f583dd7a8a5', '5c77c6d5fed91f583dd7a76a', '5c77c6d5fed91f583dd7a753', '5c77c6d6fed91f583dd7a7a6', '5c77c6d6fed91f583dd7a7b9', '5c77c6d6fed91f583dd7a7d5', '5c77c6d6fed91f583dd7a7dd', '5c77c6d7fed91f583dd7a821', '5c77c6d5fed91f583dd7a73a', '5c77c6d6fed91f583dd7a783', '5c77c6d5fed91f583dd7a77a', '5c77c6d8fed91f583dd7a8a9', '5c77c6d6fed91f583dd7a7de', '5c77c6d7fed91f583dd7a874', '5c77c6e5fed91f583dd7af56', '5c77c6e5fed91f583dd7af6a', '5c77c6e7fed91f583dd7b026', '5c77c6e5fed91f583dd7af5a', '5c77c6e7fed91f583dd7b028', '5c77c6e5fed91f583dd7af8e']",89,1,8.1,47,5,2,8,2,4,0,1,32,3,1,5,2,3,0,0,-40,28,26,0,1,0,6,0,-27,20,17,0,0,0,0,0,0,3,77,2,4,0
114183-7,['5c77c6d5fed91f583dd7a716'],96,6,8.1,2,3,6,6,2,4,0,1,0,3,3,4,2,3,0,0,8,15,42,0,1,0,6,0,5,11,28,0,0,0,0,0,1,0,0,0,0,0
103511-7,"['5c77c6d5fed91f583dd7a76b', '5c77c6d7fed91f583dd7a81b', '5c77c6d6fed91f583dd7a7fa', '5c77c6d5fed91f583dd7a733', '5c77c6d5fed91f583dd7a760', '5c77c6d6fed91f583dd7a796', '5c77c6d7fed91f583dd7a83c', '5c77c6d9fed91f583dd7a901', '5c77c6d9fed91f583dd7a91b', '5c77c6d9fed91f583dd7a93d', '5c77c6dafed91f583dd7a99e', '5c77c6dafed91f583dd7a9c8', '5c77c6defed91f583dd7ab85', '5c77c6e0fed91f583dd7ac9c', '5c77c6e1fed91f583dd7ad57', '5c77c6e3fed91f583dd7ae42', '5c77c6d5fed91f583dd7a71e', '5c77c6d5fed91f583dd7a762', '5c77c6d5fed91f583dd7a76d', '5c77c6d5fed91f583dd7a756', '5c77c6d7fed91f583dd7a807', '5c77c6d6fed91f583dd7a7d1', '5c77c6d6fed91f583dd7a7b8', '5c77c6d8fed91f583dd7a8ce', '5c77c6d6fed91f583dd7a797', '5c77c6d7fed91f583dd7a85b', '5c77c6d7fed91f583dd7a861', '5c77c6d5fed91f583dd7a726', '5c77c6d7fed91f583dd7a84d', '5c77c6d8fed91f583dd7a8cc', '5c77c6d5fed91f583dd7a76a', '5c77c6d7fed91f583dd7a874', '5c77c6d6fed91f583dd7a784', '5c77c6d6fed91f583dd7a7ae', '5c77c6d8fed91f583dd7a88a', '5c77c6d7fed91f583dd7a870']",111,3,8.1,48,19,3,4,5,6,0,1,32,11,3,3,3,4,0,0,-48,28,39,0,1,0,6,0,-31,19,25,0,1,0,0,0,0,9,27,0,0,0
92912-7,"['5c77c6d5fed91f583dd7a73c', '5c77c6d5fed91f583dd7a728', '5c77c6d8fed91f583dd7a894']",124,4,8.1,72,2,44,3,5,6,0,1,49,2,29,3,3,4,0,0,-60,5,40,0,1,0,6,0,-41,3,27,0,1,0,0,0,0,0,3,0,0,0
68586-7,['5c77c6d5fed91f583dd7a716'],158,9,8.1,10,5,29,7,2,4,0,1,2,3,20,4,2,3,0,0,3,51,41,-1,1,0,6,0,3,35,27,0,0,0,0,0,1,0,0,0,0,0
54490-7,"['5c77c6d7fed91f583dd7a829', '5c77c6d5fed91f583dd7a762', '5c77c6d5fed91f583dd7a76d', '5c77c6d5fed91f583dd7a71e', '5c77c6d7fed91f583dd7a832', '5c77c6d6fed91f583dd7a781', '5c77c6d7fed91f583dd7a864', '5c77c6d6fed91f583dd7a796', '5c77c6d7fed91f583dd7a83c', '5c77c6d9fed91f583dd7a901', '5c77c6d9fed91f583dd7a91b', '5c77c6d9fed91f583dd7a93d', '5c77c6dafed91f583dd7a99e', '5c77c6dafed91f583dd7a9c8', '5c77c6defed91f583dd7ab85', '5c77c6e0fed91f583dd7ac9c', '5c77c6e1fed91f583dd7ad57', '5c77c6e3fed91f583dd7ae42', '5c77c6d6fed91f583dd7a7c2', '5c77c6d6fed91f583dd7a7ae', '5c77c6d8fed91f583dd7a8b0', '5c77c6d6fed91f583dd7a7d7', '5c77c6d8fed91f583dd7a8d3', '5c77c6d8fed91f583dd7a89f', '5c77c6d7fed91f583dd7a835', '5c77c6d8fed91f583dd7a882', '5c77c6d6fed91f583dd7a7c7', '5c77c6d5fed91f583dd7a73d', '5c77c6d7fed91f583dd7a848', '5c77c6d7fed91f583dd7a83d', '5c77c6d6fed91f583dd7a783', '5c77c6d7fed91f583dd7a81c', '5c77c6d7fed91f583dd7a868', '5c77c6d6fed91f583dd7a7ff', '5c77c6d6fed91f583dd7a7ba', '5c77c6d5fed91f583dd7a76e', '5c77c6d6fed91f583dd7a782', '5c77c6d8fed91f583dd7a8b9', '5c77c6d5fed91f583dd7a778', '5c77c6d6fed91f583dd7a7d1', '5c77c6d6fed91f583dd7a78f', '5c77c6d5fed91f583dd7a739', '5c77c6d5fed91f583dd7a72c', '5c77c6d5fed91f583dd7a77b', '5c77c6d8fed91f583dd7a8a6', '5c77c6d5fed91f583dd7a745', '5c77c6d7fed91f583dd7a811', '5c77c6d5fed91f583dd7a756', '5c77c6d8fed91f583dd7a8d1', '5c77c6d5fed91f583dd7a777', '5c77c6d6fed91f583dd7a7b8', '5c77c6dbfed91f583dd7aa44', '5c77c6d7fed91f583dd7a802']",174,4,8.1,84,2,9,6,2,4,0,1,54,2,6,4,2,3,0,0,-56,84,33,0,1,0,6,0,-34,58,22,0,0,0,0,0,0,10,43,0,0,0
53968-7,['5c77c6d5fed91f583dd7a716'],174,10,8.1,1,20,37,4,5,6,0,1,0,10,26,3,3,4,0,0,6,7,82,0,1,0,6,0,0,5,55,0,1,0,0,0,1,0,0,0,0,0
24433-7,['5c77c6d5fed91f583dd7a718'],208,11,8.1,4,6,9,30,3,4,0,1,2,3,6,19,3,3,0,0,24,-1,117,6,1,0,6,0,18,0,78,4,0,0,0,0,1,0,0,0,0,0
24412-7,['5c77c6d5fed91f583dd7a718'],208,11,8.1,4,6,8,30,3,4,0,1,2,3,5,19,3,3,0,0,24,0,117,6,1,0,6,0,18,0,78,4,0,0,0,0,1,0,0,0,0,0
17161-7,['5c77c6d5fed91f583dd7a716'],217,11,8.1,1,12,9,8,5,6,0,1,0,8,6,5,3,4,0,0,1,23,110,35,1,0,6,0,2,17,73,23,1,0,0,0,1,0,0,0,0,0
1135461-6,['5c77c6d5fed91f583dd7a716'],315,15,8.1,2,66,13,114,3,4,0,1,1,48,9,77,3,3,0,0,4,63,35,3,1,0,6,0,3,45,21,2,0,0,0,0,1,0,0,0,0,0
1112269-6,['5c77c6d5fed91f583dd7a716'],343,20,8.1,1,4,2,30,4,4,0,1,0,4,1,19,3,2,0,0,32,62,192,5,1,0,7,0,23,44,131,4,0,0,5,0,1,0,0,0,0,0
906916-6,['5c77c6d5fed91f583dd7a716'],596,29,8.1,1,8,29,401,1,4,0,1,0,5,19,278,0,3,0,0,15,75,54,0,1,0,6,0,12,49,37,0,0,0,0,0,1,0,0,0,0,0
305878-6,['5c77c6ebfed91f583dd7b279'],1439,111,4.3,161,7,147,245,0,0,0,0,110,0,99,166,0,0,0,0,-88,3,966,0,0,0,0,0,-64,3,671,0,0,0,0,0,0,0,0,0,0,1
809925-6,['5c77c6d5fed91f583dd7a716'],732,39,8.1,4,7,11,224,5,5,0,1,1,4,8,151,3,3,0,0,17,102,348,2,2,0,6,0,13,73,241,2,2,0,0,0,1,0,0,0,0,0
164167-7,"['5c77c6e6fed91f583dd7afbf', '5c77c6eafed91f583dd7b1d1', '5c77c6eafed91f583dd7b242', '5c77c6e6fed91f583dd7afdf', '5c77c6ebfed91f583dd7b25c', '5c77c6e5fed91f583dd7af8e', '5c77c6e5fed91f583dd7af93']",34,6,2.2,30,12,0,0,0,0,0,0,20,8,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,3,4,0
157791-7,"['5c77c6d7fed91f583dd7a812', '5c77c6d6fed91f583dd7a799', '5c77c6d5fed91f583dd7a71f', '5c77c6dafed91f583dd7a999', '5c77c6d6fed91f583dd7a798', '5c77c6d5fed91f583dd7a774', '5c77c6d5fed91f583dd7a724', '5c77c6d6fed91f583dd7a791', '5c77c6d7fed91f583dd7a857', '5c77c6d8fed91f583dd7a8b2', '5c77c6d7fed91f583dd7a825', '5c77c6d7fed91f583dd7a822', '5c77c6d5fed91f583dd7a73b', '5c77c6d5fed91f583dd7a771', '5c77c6d6fed91f583dd7a780', '5c77c6d6fed91f583dd7a7e7', '5c77c6d7fed91f583dd7a82d', '5c77c6d7fed91f583dd7a85e', '5c77c6d8fed91f583dd7a89b', '5c77c6d8fed91f583dd7a891', '5c77c6d8fed91f583dd7a8c2']",42,11,2.2,3,12,0,0,0,0,0,0,3,8,0,0,0,0,0,0,28,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,20,0,0,0
1108475-6,['5c77c6d5fed91f583dd7a720'],346,44,3.2,216,2,7,0,0,0,0,0,150,2,0,0,0,0,0,0,-100,222,0,0,0,0,0,0,-68,150,0,0,0,0,0,0,0,0,1,0,0,0
963143-6,"['5c77c6e0fed91f583dd7accd', '5c77c6dbfed91f583dd7aa24', '5c77c6e3fed91f583dd7ae40', '5c77c6d6fed91f583dd7a7df', '5c77c6defed91f583dd7abca', '5c77c6ddfed91f583dd7ab09', '5c77c6dcfed91f583dd7aa80', '5c77c6d6fed91f583dd7a7af', '5c77c6e2fed91f583dd7adbd', '5c77c6d7fed91f583dd7a847', '5c77c6defed91f583dd7abd2']",528,66,3.2,518,261,13,0,0,0,0,0,353,184,8,0,0,0,0,0,-493,231,0,0,0,0,0,0,-341,157,0,0,0,0,0,0,0,8,3,0,0,0
923787-6,['5c77c6ebfed91f583dd7b290'],575,72,3.2,557,312,13,0,0,0,0,0,382,215,9,0,0,0,0,0,-536,230,0,0,0,0,0,0,-367,156,0,0,0,0,0,0,0,0,0,0,0,1
168609-7,['5c77c6ebfed91f583dd7b28b'],30,10,2.1,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
41879-7,"['5c77c6d7fed91f583dd7a83a', '5c77c6d8fed91f583dd7a8c5']",184,46,2.1,178,1,0,0,0,0,0,0,119,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
114619-7,"['5c77c6e5fed91f583dd7af8c', '5c77c6e6fed91f583dd7aff4']",89,5,8.1,42,3,8,4,5,6,0,1,28,2,5,3,3,4,0,0,-39,26,33,0,1,0,0,0,-27,18,22,0,1,0,0,0,0,0,0,0,2,0
114572-7,"['5c77c6e5fed91f583dd7af8c', '5c77c6e6fed91f583dd7aff4', '5c77c6d8fed91f583dd7a8c3']",89,5,8.1,42,3,8,4,5,6,0,1,28,2,5,3,3,4,0,0,-39,26,33,0,1,0,0,0,-27,18,22,0,1,0,0,0,0,0,1,0,2,0
116903-7,['5c77c6d5fed91f583dd7a716'],78,8,6.3,3,5,1,0,0,2,0,0,1,3,0,0,0,2,0,0,7,58,0,0,3,0,0,0,5,40,0,0,1,0,0,0,1,0,0,0,0,0
1177587-6,['5c77c6d5fed91f583dd7a716'],250,14,8.1,1,12,44,20,8,2,0,1,0,8,31,14,5,2,0,0,16,14,98,29,3,0,3,0,12,10,64,20,1,0,2,0,1,0,0,0,0,0
1167404-6,['5c77c6d5fed91f583dd7a716'],263,14,8.1,38,13,9,21,35,6,0,1,28,8,6,14,22,4,0,0,-9,41,105,0,1,0,3,0,-6,25,69,0,1,0,2,0,1,0,0,0,0,0
667444-6,['5c77c6d5fed91f583dd7a716'],907,46,8.1,2,5,8,494,13,6,0,1,1,3,5,340,8,4,0,0,13,50,300,13,1,0,3,0,9,31,211,8,1,0,2,0,1,0,0,0,0,0
392-7,"['5c77c6d7fed91f583dd7a812', '5c77c6dafed91f583dd7a999', '5c77c6d6fed91f583dd7a799', '5c77c6d7fed91f583dd7a825', '5c77c6d6fed91f583dd7a798', '5c77c6d5fed91f583dd7a71f', '5c77c6d5fed91f583dd7a724', '5c77c6d5fed91f583dd7a771', '5c77c6d5fed91f583dd7a774', '5c77c6d6fed91f583dd7a780', '5c77c6d6fed91f583dd7a791', '5c77c6d6fed91f583dd7a7e7', '5c77c6d7fed91f583dd7a822', '5c77c6d7fed91f583dd7a82d', '5c77c6d7fed91f583dd7a857', '5c77c6d7fed91f583dd7a85e', '5c77c6d8fed91f583dd7a891', '5c77c6d8fed91f583dd7a89b', '5c77c6d8fed91f583dd7a8ac', '5c77c6d8fed91f583dd7a8b2', '5c77c6d8fed91f583dd7a8c2']",233,9,3.3,79,19,120,0,0,0,0,0,57,13,81,0,0,0,0,0,-64,80,0,0,0,0,0,0,-45,54,0,0,0,0,0,0,0,1,20,0,0,0
684803-6,"['5c77c6dffed91f583dd7ac2f', '5c77c6e2fed91f583dd7add8', '5c77c6ddfed91f583dd7ab18', '5c77c6e4fed91f583dd7aee7', '5c77c6defed91f583dd7abcd', '5c77c6e4fed91f583dd7aeaf']",885,24,3.3,835,19,744,0,0,0,0,0,574,12,514,0,0,0,0,0,-798,86,0,0,0,0,0,0,-552,61,0,0,0,0,0,0,0,6,0,0,0,0
578287-6,['5c77c6e0fed91f583dd7ac8a'],1032,115,3.3,234,735,9,0,0,0,0,0,161,508,6,0,0,0,0,0,-168,224,0,0,0,0,0,0,-113,152,0,0,0,0,0,0,0,1,0,0,0,0
792735-6,['5c77c6e0fed91f583dd7ac8a'],743,68,3.3,721,492,8,0,0,0,0,0,494,342,5,0,0,0,0,0,-702,224,0,0,0,0,0,0,-485,152,0,0,0,0,0,0,0,1,0,0,0,0
961546-6,"['5c77c6e0fed91f583dd7acd2', '5c77c6ddfed91f583dd7ab18', '5c77c6e1fed91f583dd7ad38', '5c77c6defed91f583dd7abcd']",520,25,3.3,484,266,38,0,0,0,0,0,331,182,26,0,0,0,0,0,-462,194,0,0,0,0,0,0,-320,132,0,0,0,0,0,0,0,4,0,0,0,0
1122911-6,['5c77c6ebfed91f583dd7b2b7'],319,36,3.3,157,64,39,0,0,0,0,0,113,45,26,0,0,0,0,0,-134,194,0,0,0,0,0,0,-95,132,0,0,0,0,0,0,0,0,0,0,0,1
1010716-6,['5c77c6ebfed91f583dd7b278'],449,35,3.3,250,1,407,0,0,0,0,0,176,0,281,0,0,0,0,0,-211,3,0,0,0,0,0,0,-149,3,0,0,0,0,0,0,0,0,0,0,0,1
59961-7,"['5c77c6d8fed91f583dd7a88c', '5c77c6d8fed91f583dd7a8e1', '5c77c6d8fed91f583dd7a8c5']",157,20,3.3,108,5,9,0,0,0,0,0,72,3,6,0,0,0,0,0,-78,114,0,0,0,0,0,0,-53,78,0,0,0,0,0,0,0,1,2,0,0,0
1010220-6,['5c77c6ebfed91f583dd7b294'],449,35,3.3,415,176,128,0,0,0,0,0,288,124,87,0,0,0,0,0,-373,105,0,0,0,0,0,0,-260,71,0,0,0,0,0,0,0,0,0,0,0,1
391840-6,"['5c77c6d6fed91f583dd7a7ca', '5c77c6ddfed91f583dd7ab42', '5c77c6e0fed91f583dd7ac91', '5c77c6defed91f583dd7abd2', '5c77c6d7fed91f583dd7a861']",1281,99,3.3,648,749,9,0,0,0,0,0,446,514,6,0,0,0,0,0,-348,224,0,0,0,0,0,0,-240,152,0,0,0,0,0,0,0,3,2,0,0,0
761933-6,['5c77c6e0fed91f583dd7ac9d'],781,40,3.3,746,4,737,0,0,0,0,0,518,2,509,0,0,0,0,0,-737,30,0,0,0,0,0,0,-510,22,0,0,0,0,0,0,0,1,0,0,0,0
984418-6,"['5c77c6e1fed91f583dd7ad26', '5c77c6dcfed91f583dd7aa7b', '5c77c6dbfed91f583dd7aa35', '5c77c6defed91f583dd7abba']",484,44,3.3,433,5,463,0,0,0,0,0,300,2,319,0,0,0,0,0,-419,3,0,0,0,0,0,0,-290,3,0,0,0,0,0,0,0,4,0,0,0,0
15853-7,['5c77c6ebfed91f583dd7b29e'],209,21,3.3,167,7,130,0,0,0,0,0,113,0,89,0,0,0,0,0,-133,40,0,0,0,0,0,0,-84,24,0,0,0,0,0,0,0,0,0,0,0,1
1126692-6,['5c77c6ebfed91f583dd7b291'],315,35,3.3,197,1,11,0,0,0,0,0,136,0,8,0,0,0,0,0,-114,221,0,0,0,0,0,0,-77,150,0,0,0,0,0,0,0,0,0,0,0,1
79992-7,['5c77c6ebfed91f583dd7b297'],128,16,3.3,2,13,11,0,0,0,0,0,1,8,8,0,0,0,0,0,6,98,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1
1184882-6,['5c77c6dcfed91f583dd7aa84'],238,22,3.3,236,16,8,0,0,0,0,0,160,12,5,0,0,0,0,0,-203,182,0,0,0,0,0,0,-132,122,0,0,0,0,0,0,0,1,0,0,0,0
527276-6,"['5c77c6e0fed91f583dd7aca6', '5c77c6e2fed91f583dd7add8', '5c77c6defed91f583dd7abd7', '5c77c6e4fed91f583dd7aee7', '5c77c6e0fed91f583dd7acb9', '5c77c6dafed91f583dd7a97d']",1100,48,3.3,1090,10,985,0,0,0,0,0,753,6,680,0,0,0,0,0,-1071,88,0,0,0,0,0,0,-739,62,0,0,0,0,0,0,0,6,0,0,0,0
722283-6,"['5c77c6e0fed91f583dd7ac8a', '5c77c6e1fed91f583dd7ad34']",830,76,3.3,9,4,233,0,0,0,0,0,5,2,158,0,0,0,0,0,23,562,0,0,0,0,0,0,17,393,0,0,0,0,0,0,0,2,0,0,0,0
607927-6,['5c77c6dcfed91f583dd7aad9'],976,98,3.3,2,722,51,0,0,0,0,0,2,499,34,0,0,0,0,0,20,182,0,0,0,0,0,0,14,124,0,0,0,0,0,0,0,1,0,0,0,0
603786-6,"['5c77c6dcfed91f583dd7aad9', '5c77c6dffed91f583dd7ac06']",983,90,3.3,57,722,51,0,0,0,0,0,40,499,34,0,0,0,0,0,-28,182,0,0,0,0,0,0,-19,124,0,0,0,0,0,0,0,2,0,0,0,0
583519-6,['5c77c6e4fed91f583dd7aeb2'],1024,103,3.3,1,744,51,0,0,0,0,0,0,516,34,0,0,0,0,0,48,182,0,0,0,0,0,0,34,124,0,0,0,0,0,0,0,1,0,0,0,0
435364-6,"['5c77c6e2fed91f583dd7ad89', '5c77c6d9fed91f583dd7a93b', '5c77c6e4fed91f583dd7aee7', '5c77c6ddfed91f583dd7ab56', '5c77c6ddfed91f583dd7ab57', '5c77c6d8fed91f583dd7a8e8', '5c77c6ddfed91f583dd7ab6c', '5c77c6dbfed91f583dd7aa08', '5c77c6e9fed91f583dd7b1c5']",1219,33,3.3,1170,12,1173,0,0,0,0,0,810,7,811,0,0,0,0,0,-1150,15,0,0,0,0,0,0,-796,11,0,0,0,0,0,0,0,8,0,1,0,0
