id,initiator_name,initiator_type,wins,avg_result,wins_per,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8
5c77c6e2fed91f583dd7ad98,Савельев Андрей Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ad99,Савельев Дмитрий Владимирович,"Депутат Государственной Думы, сложивший полномочия",5,2,0.016722408026755852,202,16,29,17,11,19,0,5
5c77c6e2fed91f583dd7ad9a,Савельев Константин Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ad9b,Савельев Николай Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ad9c,Савельев Юрий Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ad9d,Савельева Ирина Валентиновна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ad9e,Савенко Юрий Алексеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ad9f,Савицкий Виталий Викторович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada0,Савицкий Олег Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada1,Савостьянова Валентина Борисовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada2,Савченко Олег Владимирович,"Депутат Государственной Думы, сложивший полномочия",10,2,0.010298661174047374,631,71,160,47,13,39,0,10
5c77c6e2fed91f583dd7ada3,Савчук Вера Семеновна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada4,Сагитов Ринат Шайхимансурович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada5,Садчиков Георгий Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada6,Саетгалиев Зифкат Исламович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada7,Сайкин Валерий Тимофеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada8,Сайфуллин Альзам Тухватуллинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ada9,Сайфуллин Инсаф Шарифуллович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adaa,Сайфуллин Франис Аскарьянович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adab,Салий Александр Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adac,Салихов Альберт Ильдусович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adad,Салихов Хафиз Миргазямович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adae,Салтыков Борис Георгиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adaf,Салчак Галина Алексеевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb0,Сальников Виктор Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb1,Самиев Ильдар Рафикович,"Депутат Государственной Думы, сложивший полномочия",6,2,0.006224066390041493,456,99,293,59,6,33,12,6
5c77c6e2fed91f583dd7adb2,Самойлов Евгений Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb3,Самошин Андрей Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb4,Сапожников Николай Иванович,"Депутат Государственной Думы, сложивший полномочия",4,2,0.011730205278592375,140,42,121,14,4,16,0,4
5c77c6e2fed91f583dd7adb5,Саркисян Аркадий Рафикович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb6,Саркисян Ашот Григорьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb7,Сарычев Александр Викторович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb8,Сарычев Алексей Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adb9,Сафин Марат Мубинович,"Депутат Государственной Думы, сложивший полномочия",9,2,0.020361990950226245,267,30,51,33,12,40,0,9
5c77c6e2fed91f583dd7adba,Сафиуллин Фандас Шакирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adbb,Сафонов Александр Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adbc,Сафронов Виталий Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adbd,Свергунова Маргарита Николаевна,"Депутат Государственной Думы, сложивший полномочия",6,2,0.015748031496062992,173,48,102,23,5,24,0,6
5c77c6e2fed91f583dd7adbe,Свердлов Юрий Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adbf,Свечников Петр Григорьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc0,Свинин Сергей Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc1,Свиридов Валентин Валентинович,"Депутат Государственной Думы, сложивший полномочия",1,2,0.007874015748031496,42,12,62,2,4,4,0,1
5c77c6e2fed91f583dd7adc2,Свистунов Аркадий Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc3,Севастьянов Виталий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc4,Севенард Константин Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc5,Севенард Юрий Константинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc6,Седов Юрий Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc7,Селезнев Геннадий Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc8,Селиванов Андрей Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adc9,Селиванов Юрий Алексеевич,"Депутат Государственной Думы, сложивший полномочия",1,2,0.012658227848101266,44,14,10,2,4,4,0,1
5c77c6e2fed91f583dd7adca,Селиверстова Ольга Юрьевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adcb,Селюнин Василий Илларионович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adcc,Семаго Владимир Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adcd,Семенков Владимир Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adce,Семенов Бато Цырендондокович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adcf,Семенов Виктор Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add0,Семенов Владимир Владиславович,"Депутат Государственной Думы, сложивший полномочия",3,2,0.005415162454873646,303,40,179,12,5,12,0,3
5c77c6e2fed91f583dd7add1,Семенов Владимир Олегович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add2,Семенов Павел Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add3,Семенов Сергей Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add4,Семенова Екатерина Юрьевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add5,Семенченко Анатолий Федорович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add6,Семеньков Василий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add7,Семигин Геннадий Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7add8,Сенаторова Елена Николаевна,"Депутат Государственной Думы, сложивший полномочия",57,2,0.016051816389749365,2200,226,435,291,85,239,18,57
5c77c6e2fed91f583dd7add9,Сенин Григорий Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adda,Сентюрин Юрий Петрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7addb,Сергеева Гульнара Ильдусовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7addc,Сергеенков Александр Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7addd,Сергеенков Владимир Нилович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adde,Сергиенко Валерий Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7addf,Сердюк Михаил Иванович,"Депутат Государственной Думы, сложивший полномочия",5,2,0.003417634996582365,689,176,546,20,7,20,0,5
5c77c6e2fed91f583dd7ade0,Серебров Лев Борисович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade1,Сеславинский Михаил Вадимович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade2,Сивиркин Дмитрий Вадимович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade3,Сигарев Сергей Федорович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade4,Сигуткин Алексей Алексеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade5,Сидоров Анатолий Степанович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade6,Сидоров Евгений Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade7,Сидоров Михаил Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7ade8,Сидякин Александр Геннадьевич,"Депутат Государственной Думы, сложивший полномочия",58,2,0.016939252336448597,2071,191,407,294,134,257,12,58
5c77c6e2fed91f583dd7ade9,Сизов Александр Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adea,Сикорский Анатолий Сергеевич,"Депутат Государственной Думы, сложивший полномочия",3,2,0.012605042016806723,101,21,88,11,2,12,0,3
5c77c6e2fed91f583dd7adeb,Силанов Алексей Николаевич,"Депутат Государственной Думы, сложивший полномочия",4,2,0.010554089709762533,308,13,19,12,7,16,0,4
5c77c6e2fed91f583dd7adec,Симагин Владимир Александрович,"Депутат Государственной Думы, сложивший полномочия",1,2,0.007194244604316547,47,17,64,2,4,4,0,1
5c77c6e2fed91f583dd7aded,Сирота Михаил Макарович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adee,Сироткин Владимир Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adef,Сироткин Сергей Никанорович,"Депутат Государственной Думы, сложивший полномочия",3,2,0.02459016393442623,66,9,15,13,4,12,0,3
5c77c6e2fed91f583dd7adf0,Ситнов Виктор Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adf1,Сихарулидзе Антон Тариэльевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adf2,Скворцов Вячеслав Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adf3,Скорлуков Олег Альбертович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adf4,Скоробогатько Александр Иванович,"Депутат Государственной Думы, сложивший полномочия",3,2,0.020833333333333332,81,8,15,11,10,16,0,3
5c77c6e2fed91f583dd7adf5,Скорочкин Сергей Григорьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adf6,Скрипицына Раиса Ивановна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e2fed91f583dd7adf7,Скум Дмитрий Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adf8,Скурихин Сергей Васильевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adf9,Славный Василий Дмитриевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adfa,Слива Анатолий Яковлевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adfb,Слипенчук Михаил Викторович,"Депутат Государственной Думы, сложивший полномочия",13,2,0.010942760942760943,783,69,168,83,16,56,0,13
5c77c6e3fed91f583dd7adfc,Слиска Любовь Константиновна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adfd,Сметанкин Евгений Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adfe,Сметанюк Сергей Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7adff,Смирнов Александр Александрович,"Депутат Государственной Думы, сложивший полномочия",2,2,0.0064516129032258064,133,48,109,10,0,8,0,2
5c77c6e3fed91f583dd7ae00,Смирнов Вячеслав Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae01,Смирнова Светлана Константиновна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae02,Смоленский Владимир Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae03,Смоляков Владимир Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae04,Снежков Михаил Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae05,Собакин Евгений Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae06,Собко Сергей Васильевич,"Депутат Государственной Думы, сложивший полномочия",4,3,0.024691358024691357,57,18,49,15,3,16,0,4
5c77c6e3fed91f583dd7ae07,Соболев Анатолий Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,1,0.0,8,4,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae08,Соболев Виктор Васильевич,"Депутат Государственной Думы, сложивший полномочия",1,2,0.007874015748031496,45,19,52,2,4,4,0,1
5c77c6e3fed91f583dd7ae09,Сокол Святослав Михайлович,"Депутат Государственной Думы, сложивший полномочия",1,2,0.009009009009009009,65,9,28,4,0,4,0,1
5c77c6e3fed91f583dd7ae0a,Соколов Александр Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae0b,Соколов Вячеслав Константинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae0c,Соколов Юрий Васильевич,"Депутат Государственной Думы, сложивший полномочия",4,3,0.029850746268656716,70,8,15,14,7,16,0,4
5c77c6e3fed91f583dd7ae0d,Соколова Ирина Валерьевна,"Депутат Государственной Думы, сложивший полномочия",21,2,0.015789473684210527,809,80,159,112,39,98,12,21
5c77c6e3fed91f583dd7ae0e,Солдаткин Дмитрий Федорович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae0f,Соловьев Александр Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae10,Соловьев Вадим Георгиевич,"Депутат Государственной Думы, сложивший полномочия",4,2,0.005698005698005698,220,99,332,22,5,20,0,4
5c77c6e3fed91f583dd7ae11,Соломатин Егор Юрьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae12,Солуянов Андрей Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae13,Сорокин Николай Евгеньевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae14,Сохов Владимир Казбулатович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae15,Спиридонов Юрий Алексеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae16,Стальмахов Владимир Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae17,Станкевич Сергей Борисович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae18,Стариков Иван Валентинович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae19,Старков Анатолий Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae1a,Старовойтова Галина Васильевна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae1b,Стародубец Анатолий Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae1c,Стародубцев Василий Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae1d,Степанков Валентин Георгиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae1e,Степанов Владимир Алексеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae1f,Степанова Зоя Михайловна,"Депутат Государственной Думы, сложивший полномочия",5,2,0.01592356687898089,201,16,39,18,15,20,0,5
5c77c6e3fed91f583dd7ae20,Степашин Сергей Вадимович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae21,Столяров Николай Сергеевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae22,Столяров Олег Анатольевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae23,Столярова Насима Калимовна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae24,Страхов Алексей Леонидович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae25,Стрельников Александр Николаевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae26,Стрельченко Галина Ивановна,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae27,Стрельченко Сергей Георгиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae28,Субботин Константин Сергеевич,"Депутат Государственной Думы, сложивший полномочия",4,2,0.011940298507462687,181,24,84,22,4,16,0,4
5c77c6e3fed91f583dd7ae29,Сулакшин Степан Степанович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae2a,Сулейменов Ибрагим Абдурахманович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae2b,Султанов Ринат Ишбулдович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae2c,Султанов Шамиль Загитович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae2d,Сумин Петр Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae2e,Суренков Владимир Сидорович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae2f,Сурков Михаил Семенович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae30,Суровов Сергей Борисович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae31,Сутягинский Михаил Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae32,Сухарев Сергей Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae33,Сухой Николай Авксентьевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae34,Сысоев Александр Митрофанович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae35,Сычев Валерий Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae36,Сычев Сергей Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae37,Табачков Николай Ильич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae38,Таланов Виктор Львович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae39,Тараканов Павел Владимирович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae3a,Таранин Виктор Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae3b,Таранцов Михаил Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae3c,Тарасов Артем Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae3d,Тарасов Валерий Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae3e,Тарасюк Василий Михайлович,"Депутат Государственной Думы, сложивший полномочия",1,2,0.0029498525073746312,134,66,128,2,4,4,0,1
5c77c6e3fed91f583dd7ae3f,Тарачев Владимир Александрович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae40,Тармаев Юрий Игнатьевич,"Депутат Государственной Думы, сложивший полномочия",0,2,0.0,18,13,43,0,0,0,0,0
5c77c6e3fed91f583dd7ae41,Тарнавский Александр Георгиевич,"Депутат Государственной Думы, сложивший полномочия",8,2,0.009019165727170236,346,96,357,32,8,40,0,8
5c77c6e3fed91f583dd7ae42,Тарнаев Александр Петрович,"Депутат Государственной Думы, сложивший полномочия",56,2,0.010544153643381661,3927,238,485,224,139,242,0,56
5c77c6e3fed91f583dd7ae43,Таскаев Владимир Павлович,"Депутат Государственной Думы, сложивший полномочия",2,2,0.015625,54,23,31,6,4,8,0,2
5c77c6e3fed91f583dd7ae44,Татарчук Валентин Иванович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae45,Текеев Магомет Абдул-Халимович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae46,Темиржанов Владимир Хасанбиевич,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
5c77c6e3fed91f583dd7ae47,Тен Юрий Михайлович,"Депутат Государственной Думы, сложивший полномочия",0,0,0,0,0,0,0,0,0,0,0
